,t_3_f,Disc_0,Disc_1,Disc_2,Disc_3,Disc_4,Disc_5,Disc_6,Disc_7,Disc_8,Disc_9
58899,4e-06,0,0,0,0,0,0,0,58,3,0
58900,4e-06,0,0,0,0,0,0,0,0,20,0
58901,4e-06,0,0,0,0,0,7,0,0,0,0
58902,4e-06,0,0,0,4,0,0,0,0,0,0
58903,4e-06,1,0,0,0,337,0,0,0,0,71
58904,4e-06,0,9,1,0,0,11,0,0,0,0
58905,4e-06,42,23,0,310,0,0,0,0,0,0
58906,4e-06,59,0,0,0,0,2,0,0,0,0
58907,4e-06,0,0,0,0,5,0,49,0,0,0
58908,4e-06,0,4,0,0,0,0,0,0,0,0
58909,4e-06,0,2,0,0,0,0,0,0,0,0
58910,4e-06,0,0,0,0,0,0,0,1,0,2
58911,4e-06,0,0,0,0,0,113,0,0,0,10
58912,4e-06,0,1,0,0,0,0,0,0,0,0
58913,4e-06,0,0,0,0,0,2,0,0,0,0
58914,4e-06,13,0,0,0,0,0,0,0,0,0
58915,4e-06,0,0,0,0,37,38,0,0,0,0
58916,4e-06,0,0,0,0,113,0,0,0,0,0
58917,4e-06,0,0,0,0,33,3,0,0,0,0
58918,4e-06,9,0,226,0,0,0,0,0,0,0
58919,4e-06,0,0,0,0,1,0,46,0,0,0
58920,4e-06,0,51,0,0,3,2,0,14,3,0
58921,4e-06,0,0,0,0,0,0,0,0,0,0
58922,4e-06,0,0,1,0,0,0,0,0,0,3
58923,4e-06,0,0,0,185,0,121,0,0,0,0
58924,4e-06,0,0,68,0,56,1,0,0,1,0
58925,4e-06,1,0,0,0,0,0,60,79,0,0
58926,4e-06,0,0,16,0,0,0,0,0,0,0
58927,4e-06,0,0,0,0,0,0,0,1,0,0
58928,4e-06,0,2,0,0,13,3,0,0,0,0
58929,4e-06,1,0,0,0,2,0,11,572,0,0
58930,4e-06,0,0,0,0,0,0,0,2,0,29
58931,4e-06,0,0,0,0,0,0,0,0,0,0
58932,4e-06,25,0,0,0,0,14,0,0,0,0
58933,4e-06,0,0,0,0,0,0,0,3,0,0
58934,4e-06,0,0,0,0,0,0,0,3,0,0
58935,4e-06,0,0,0,0,0,0,0,0,0,1
58936,4e-06,1,0,69,46,0,0,0,0,6,0
58937,4e-06,0,0,0,0,0,0,0,0,0,0
58938,4e-06,2,0,0,0,5,0,0,0,0,0
58939,4e-06,0,0,0,0,1,0,0,0,3,0
58940,4e-06,0,0,0,0,212,0,0,97,0,0
58941,4e-06,3,18,0,0,0,1,4,4,0,0
58942,4e-06,0,14,486,0,0,0,0,0,0,0
58943,4e-06,0,0,0,0,8,0,4,0,0,0
58944,4e-06,5,1,0,65,0,0,0,0,0,0
58945,4e-06,105,0,0,0,0,0,0,0,0,0
58946,4e-06,0,0,0,0,2,0,0,0,2,0
58947,4e-06,0,0,0,0,8,0,0,0,0,58
58948,4e-06,0,0,0,0,0,0,2,0,48,0
58949,4e-06,1706,0,0,0,21,0,0,0,0,0
58950,4e-06,0,0,0,0,0,2,0,0,0,0
58951,4e-06,0,0,0,0,0,0,0,0,4,0
58952,4e-06,0,0,0,0,0,0,35,7,0,0
58953,4e-06,0,0,0,2,0,0,0,0,0,0
58954,4e-06,0,0,0,0,0,0,0,0,0,0
58955,4e-06,0,0,0,0,0,0,0,0,0,0
58956,4e-06,0,0,0,10,0,0,0,0,200,0
58957,4e-06,0,0,0,0,0,0,0,0,0,1
58958,4e-06,13,0,0,0,0,33,0,0,30,23
58959,4e-06,0,0,1,0,0,0,58,0,0,0
58960,4e-06,0,0,0,0,0,0,0,0,0,128
58961,4e-06,0,0,59,0,0,0,0,1,0,0
58962,4e-06,0,0,0,0,0,0,0,0,10,0
58963,4e-06,0,0,7,0,0,0,0,0,0,0
58964,4e-06,10,0,0,0,0,0,0,0,0,0
58965,4e-06,0,0,0,0,0,0,0,0,0,0
58966,4e-06,0,0,0,1,0,0,2,0,0,0
58967,4e-06,0,0,0,0,1,0,0,0,0,0
58968,4e-06,0,0,0,0,2,0,0,2,0,0
58969,4e-06,0,0,9,0,0,248,0,0,0,165
58970,4e-06,0,3,0,11,0,0,0,0,0,0
58971,4e-06,223,0,0,0,0,232,0,0,0,0
58972,4e-06,0,0,0,0,0,0,0,0,0,0
58973,4e-06,0,0,0,0,0,0,0,16,0,0
58974,4e-06,0,0,0,1,0,0,0,0,0,0
58975,4e-06,0,0,0,7,0,238,0,0,22,12
58976,4e-06,131,10,0,0,60,49,0,0,0,0
58977,4e-06,4,0,24,0,900,0,0,8,0,0
58978,4e-06,0,0,0,3,0,0,0,0,0,0
58979,4e-06,0,0,0,0,0,0,16,106,0,0
58980,4e-06,1,0,0,17,0,0,2,0,0,0
58981,4e-06,13,0,0,0,0,0,0,0,0,0
58982,4e-06,0,0,0,3,0,0,0,6,0,0
58983,4e-06,0,0,0,0,6,0,0,0,0,39
58984,4e-06,0,0,0,2,0,0,0,0,0,0
58985,4e-06,6,0,0,0,0,0,2,0,0,0
58986,4e-06,0,0,0,0,0,0,0,0,0,4
58987,4e-06,0,0,0,288,4,0,4,0,0,10
58988,4e-06,0,0,0,0,0,0,0,0,0,0
58989,4e-06,0,0,7,0,0,0,53,0,0,0
58990,4e-06,0,0,0,0,3,0,0,0,0,0
58991,4e-06,0,0,32,0,0,0,0,0,0,0
58992,4e-06,0,0,0,0,35,0,0,35,0,0
58993,4e-06,0,1,0,32,0,0,0,27,0,0
58994,4e-06,1,9,17,14,0,2732,0,0,0,0
58995,4e-06,0,0,0,25,0,0,0,0,0,0
58996,4e-06,4,0,0,0,0,0,0,23,0,0
58997,4e-06,74,414,0,0,0,1,0,10,0,0
58998,4e-06,0,0,0,0,0,0,391,0,0,0
58999,4e-06,7,0,0,0,0,0,0,0,0,0
59000,4e-06,0,0,0,8,0,0,0,0,0,0
59001,4e-06,0,369,0,0,0,4,0,0,0,0
59002,4e-06,131,0,0,0,0,0,0,18,0,0
59003,4e-06,0,0,0,0,0,0,0,0,0,0
59004,4e-06,0,0,0,0,0,0,0,0,0,0
59005,4e-06,0,0,0,12,0,0,0,0,0,0
59006,4e-06,0,0,0,66,0,0,0,0,0,0
59007,4e-06,0,0,0,0,0,27,0,0,0,0
59008,4e-06,0,0,0,0,0,0,0,0,0,0
59009,4e-06,0,0,0,0,0,0,0,0,0,3
59010,4e-06,1,0,1,0,0,11,0,0,0,12
59011,4e-06,0,1,0,0,1,0,0,0,0,0
59012,4e-06,13,0,49,0,0,0,1,0,0,0
59013,4e-06,0,0,0,0,0,0,0,0,47,0
59014,4e-06,0,0,0,0,0,0,36,36,0,0
59015,4e-06,0,19,0,0,0,0,0,0,0,5
59016,4e-06,70,0,0,161,0,0,2,2,0,0
59017,4e-06,490,0,17,0,0,0,0,0,2,0
59018,4e-06,0,0,0,0,0,0,0,16,3,0
59019,4e-06,4,62,0,0,0,0,22,0,0,0
59020,4e-06,0,117,0,0,44,0,0,0,0,0
59021,4e-06,0,0,0,0,0,0,3,29,0,0
59022,4e-06,1,0,0,0,0,0,28,0,0,0
59023,4e-06,38,6,0,1,1,0,0,0,0,0
59024,4e-06,9,0,0,0,0,0,0,0,0,0
59025,4e-06,0,0,7,0,0,88,0,0,0,71
59026,4e-06,6,0,22,0,0,41,1,0,0,0
59027,4e-06,0,0,0,418,0,0,0,0,0,0
59028,4e-06,0,0,0,0,0,0,0,0,0,0
59029,4e-06,2,0,0,0,0,0,0,0,0,43
59030,4e-06,0,0,0,2,0,0,0,0,1,0
59031,4e-06,0,0,0,4,0,0,0,0,16,0
59032,4e-06,0,156,10,31,2,0,0,0,3,36
59033,4e-06,88,71,39,0,0,0,104,0,1,0
59034,4e-06,65,0,0,0,0,2,0,2,0,0
59035,4e-06,104,0,4,8,0,0,0,0,0,0
59036,4e-06,1,0,0,0,8,0,0,15,4,0
59037,4e-06,0,0,0,0,0,0,0,0,0,0
59038,4e-06,20,0,0,0,0,0,0,0,0,0
59039,4e-06,0,1,0,0,0,0,0,0,0,0
59040,4e-06,0,0,0,0,0,0,0,0,0,0
59041,4e-06,0,0,0,0,0,0,0,0,0,0
59042,4e-06,7,0,0,0,0,0,0,0,0,0
59043,4e-06,0,0,2,0,0,24,0,0,0,1
59044,4e-06,0,0,15,2,0,0,0,0,0,0
59045,4e-06,0,0,0,0,0,0,0,0,0,0
59046,4e-06,0,0,0,0,0,0,0,0,1,553
59047,4e-06,0,0,0,43,37,0,0,0,119,0
59048,4e-06,2,0,0,0,0,0,34,0,0,1
59049,4e-06,0,0,0,0,0,0,0,0,3,0
59050,4e-06,0,0,0,86,0,0,0,0,0,0
59051,4e-06,0,0,0,0,0,0,0,0,0,0
59052,4e-06,0,0,0,0,1,0,2,0,0,1
59053,4e-06,0,0,0,0,0,0,0,0,0,252
59054,4e-06,7,0,0,0,0,0,1,0,0,0
59055,4e-06,0,0,0,4,2,0,0,0,44,0
59056,4e-06,0,0,0,0,0,0,0,0,0,0
59057,4e-06,0,0,0,0,0,0,12,21,0,0
59058,4e-06,0,0,0,0,1,0,0,0,0,6
59059,4e-06,1,0,0,0,0,0,132,36,0,478
59060,4e-06,0,0,38,0,0,0,0,0,0,0
59061,4e-06,67,4,15,0,0,0,0,0,0,0
59062,4e-06,0,0,0,0,0,45,0,568,0,0
59063,4e-06,3,0,0,0,0,0,0,0,0,0
59064,4e-06,285,0,0,0,8,0,0,0,0,0
59065,4e-06,0,1,0,0,0,0,0,8,0,19
59066,4e-06,0,0,0,0,0,0,0,0,0,0
59067,4e-06,0,0,0,0,0,882,28,0,0,0
59068,4e-06,2,0,0,0,0,0,0,0,0,0
59069,4e-06,25,0,0,0,0,2,0,0,19,0
59070,4e-06,0,0,0,0,0,0,0,0,0,6
59071,4e-06,0,0,0,0,0,0,0,0,0,0
59072,4e-06,0,0,0,0,0,0,0,0,0,0
59073,4e-06,0,0,0,0,0,0,19,0,0,85
59074,4e-06,0,1,0,0,0,143,0,0,0,104
59075,4e-06,0,0,0,16,138,0,0,0,0,0
59076,4e-06,0,0,0,0,0,0,0,1,91,7
59077,4e-06,0,0,0,0,144,0,0,0,3,0
59078,4e-06,0,0,0,0,0,0,0,0,0,0
59079,4e-06,33,0,0,0,0,0,0,0,0,105
59080,4e-06,0,0,0,0,0,0,0,0,0,0
59081,4e-06,0,0,0,0,0,0,0,1,0,1
59082,4e-06,0,18,23,0,0,0,0,48,0,0
59083,4e-06,0,10,0,28,0,0,2,576,7,0
59084,4e-06,0,26,0,0,1,0,0,78,0,0
59085,4e-06,0,1,0,0,0,1,0,0,16,0
59086,4e-06,0,0,0,2,18,0,0,0,0,0
59087,4e-06,0,2440,0,0,0,3,0,1,0,0
59088,4e-06,0,0,0,0,1,0,0,0,0,0
59089,4e-06,0,0,0,0,0,0,2125,0,0,3
59090,4e-06,0,0,0,0,0,0,0,180,0,0
59091,4e-06,0,0,0,90,0,0,0,0,0,2
59092,4e-06,0,0,0,0,0,0,0,0,0,3
59093,4e-06,0,0,0,410,3,0,0,0,0,0
59094,4e-06,0,0,0,0,0,0,0,0,0,0
59095,4e-06,0,0,0,0,1,0,0,0,0,0
59096,4e-06,0,2,0,0,0,89,0,0,0,0
59097,4e-06,0,0,0,0,0,0,0,0,1,0
59098,4e-06,0,0,0,0,0,33,0,3,0,0
59099,4e-06,0,0,0,0,0,0,0,0,9,0
59100,4e-06,2,1,0,2,25,0,0,0,0,0
59101,4e-06,0,0,0,0,0,0,0,0,0,0
59102,4e-06,0,0,6,0,50,0,1,0,0,0
59103,4e-06,0,65,0,0,0,0,1,0,0,0
59104,4e-06,0,0,0,0,0,0,0,131,0,0
59105,4e-06,0,0,0,0,0,0,0,0,0,0
59106,4e-06,0,0,0,0,0,0,0,0,0,0
59107,4e-06,0,0,0,11,0,0,0,0,0,0
59108,4e-06,0,2,0,1,15,0,0,0,0,0
59109,4e-06,0,0,1,17,0,0,0,0,232,0
59110,4e-06,0,1221,0,0,0,0,0,0,0,12
59111,4e-06,0,0,36,0,0,0,0,1522,0,0
59112,4e-06,0,0,0,0,0,0,0,0,0,0
59113,4e-06,2,1,0,0,216,0,2,0,1,67
59114,4e-06,0,0,0,0,0,0,0,0,0,0
59115,4e-06,0,0,0,0,0,0,0,0,0,44
59116,4e-06,1,0,0,0,56,0,0,0,0,0
59117,4e-06,0,0,0,0,0,2,5,0,0,0
59118,4e-06,0,0,0,0,0,0,0,0,0,23
59119,4e-06,0,0,0,0,0,0,0,0,0,0
59120,4e-06,0,0,0,0,0,0,0,0,0,0
59121,4e-06,0,0,0,0,0,580,0,0,0,0
59122,4e-06,0,92,0,0,0,0,0,148,0,0
59123,4e-06,0,0,0,0,0,0,1,8,0,0
59124,4e-06,0,0,0,0,0,0,0,5,0,0
59125,4e-06,0,0,0,0,0,0,0,0,0,0
59126,4e-06,4,0,0,0,35,11,0,0,0,0
59127,4e-06,2,0,0,0,6,0,0,0,0,0
59128,4e-06,0,1,0,7,0,2,0,0,200,27
59129,4e-06,0,3,0,0,0,5,0,0,0,0
59130,4e-06,1,0,0,0,0,0,0,0,0,0
59131,4e-06,0,0,0,0,0,0,0,0,0,0
59132,4e-06,0,15,0,80,0,0,0,112,0,0
59133,4e-06,0,1,0,0,0,0,0,0,0,0
59134,4e-06,0,0,0,0,7,0,0,9,8,0
59135,4e-06,1,0,0,0,0,0,0,26,0,0
59136,4e-06,0,0,0,0,0,0,0,0,0,12
59137,4e-06,0,0,0,0,0,0,0,0,0,2
59138,4e-06,0,0,0,0,30,0,0,0,4,0
59139,4e-06,0,0,0,0,0,0,0,0,0,0
59140,4e-06,0,33,0,0,1,0,0,0,0,34
59141,4e-06,0,8,0,3,0,12,1,0,0,0
59142,4e-06,0,0,0,0,0,0,0,0,8,0
59143,4e-06,0,0,0,0,0,0,0,0,0,0
59144,4e-06,0,0,0,0,0,27,0,15,0,0
59145,4e-06,0,0,0,125,0,0,0,0,0,0
59146,4e-06,0,0,0,0,114,0,0,0,0,0
59147,4e-06,0,0,1,0,0,0,123,0,0,231
59148,4e-06,2,0,0,0,72,0,801,0,0,0
59149,4e-06,0,0,0,0,0,0,0,0,0,0
59150,4e-06,0,1,0,1,0,0,0,0,0,0
59151,4e-06,0,159,0,0,0,0,0,0,0,0
59152,4e-06,1,0,3,0,0,0,2,0,0,0
59153,4e-06,0,0,0,0,0,0,0,0,0,0
59154,4e-06,0,0,0,3,37,0,0,0,0,0
59155,4e-06,0,0,0,0,0,0,0,0,0,0
59156,4e-06,0,0,0,0,0,0,0,5,0,11
59157,4e-06,0,0,0,2,0,0,0,1,1,0
59158,4e-06,0,0,0,0,70,0,0,119,0,0
59159,4e-06,0,0,0,0,0,0,0,0,0,0
59160,4e-06,0,0,0,0,0,197,0,97,0,0
59161,4e-06,12,0,0,0,0,0,0,0,0,0
59162,4e-06,0,0,0,0,0,0,1,0,0,0
59163,4e-06,16,0,0,0,0,87,0,0,0,5
59164,4e-06,0,0,0,0,0,2,0,0,0,14
59165,4e-06,0,0,0,0,0,0,3,0,0,0
59166,4e-06,0,0,0,0,0,185,0,0,0,0
59167,4e-06,0,0,0,0,0,0,0,0,0,185
59168,4e-06,0,0,4,0,0,1,0,0,0,0
59169,4e-06,132,0,3,0,28,0,0,0,0,7
59170,4e-06,0,8,15,4,0,0,0,0,0,0
59171,4e-06,1,0,0,0,0,0,0,1,0,0
59172,4e-06,231,0,0,0,0,0,0,1,0,0
59173,4e-06,0,0,2,0,0,3,0,5,0,0
59174,4e-06,399,156,0,0,0,0,0,0,0,0
59175,4e-06,0,0,43,0,0,0,0,17,0,336
59176,4e-06,0,0,0,99,0,0,17,0,0,0
59177,4e-06,0,0,18,0,0,0,0,0,0,0
59178,4e-06,0,0,128,0,0,0,0,0,0,0
59179,4e-06,0,5,0,0,0,3,0,0,0,0
59180,4e-06,0,0,71,0,0,0,0,0,0,0
59181,4e-06,0,0,0,0,187,0,125,0,0,0
59182,4e-06,0,0,7,3,0,0,0,0,0,0
59183,4e-06,0,0,0,0,12,0,0,0,0,0
59184,4e-06,1,0,91,0,0,1,0,0,1,3
59185,4e-06,0,0,24,0,0,0,0,0,0,0
59186,4e-06,0,0,0,0,0,0,20,0,0,0
59187,4e-06,0,0,10,0,0,0,0,0,796,0
59188,4e-06,0,0,0,0,0,0,0,0,0,0
59189,4e-06,18,0,0,1,0,109,0,0,0,0
59190,4e-06,2,0,0,26,0,1,0,0,27,0
59191,4e-06,0,0,0,0,0,0,0,0,11,0
59192,4e-06,0,5,23,0,0,0,0,0,0,0
59193,4e-06,0,0,0,0,0,0,0,0,0,0
59194,4e-06,0,0,0,0,18,0,3,761,0,5
59195,4e-06,0,0,0,0,0,0,0,705,0,0
59196,4e-06,0,0,0,0,0,0,0,0,0,0
59197,4e-06,2,0,0,11,0,0,0,1,0,0
59198,4e-06,3,0,0,0,0,1,9,2,0,0
59199,4e-06,0,5,0,1176,2,0,0,0,0,31
59200,4e-06,5,0,0,18,0,255,0,0,0,0
59201,4e-06,15,0,0,0,0,0,0,0,0,0
59202,4e-06,0,0,0,0,18,0,0,0,0,0
59203,4e-06,2,0,0,0,0,0,0,1,0,0
59204,4e-06,0,0,0,0,0,0,0,0,0,4
59205,4e-06,11,0,0,0,541,0,0,0,0,0
59206,4e-06,0,1,0,0,0,0,0,0,0,0
59207,4e-06,55,0,0,0,0,0,0,0,0,0
59208,4e-06,0,117,150,0,0,0,0,0,0,0
59209,4e-06,6,3,0,0,0,0,0,0,0,62
59210,4e-06,0,0,211,1,0,0,0,0,301,0
59211,4e-06,0,0,0,0,0,0,0,0,0,0
59212,4e-06,0,0,0,0,0,60,0,0,0,0
59213,4e-06,2,22,31,0,0,0,0,19,0,0
59214,4e-06,0,0,0,0,0,1,0,0,0,0
59215,4e-06,0,88,0,0,0,257,0,0,0,0
59216,4e-06,0,0,0,0,0,0,0,0,0,0
59217,4e-06,0,48,0,0,0,0,0,1,17,8
59218,4e-06,0,0,0,19,0,0,0,0,0,0
59219,4e-06,0,0,0,0,0,0,0,0,0,0
59220,4e-06,0,0,0,0,29,44,0,1,12,0
59221,4e-06,25,0,0,0,2,0,0,0,0,0
59222,4e-06,0,0,4,87,0,0,6,0,0,0
59223,4e-06,0,0,0,0,0,0,0,261,0,0
59224,4e-06,0,0,0,0,150,0,0,0,6,0
59225,4e-06,0,0,0,6,70,0,0,4,0,0
59226,4e-06,0,0,2,0,0,0,0,0,3,0
59227,4e-06,0,0,0,95,0,0,0,71,1,0
59228,4e-06,0,0,0,0,0,0,128,0,0,0
59229,4e-06,0,14,0,0,0,0,28,0,0,0
59230,4e-06,2,0,0,0,0,0,0,0,0,0
59231,4e-06,0,0,0,3,39,0,0,0,0,0
59232,4e-06,0,0,0,0,52,0,0,0,1,0
59233,4e-06,0,0,0,0,0,0,0,0,1,192
59234,4e-06,48,0,0,0,34,0,0,0,0,0
59235,4e-06,0,0,0,0,0,184,0,0,0,0
59236,4e-06,159,0,0,0,0,0,0,0,0,0
59237,4e-06,0,1,0,0,0,0,101,0,0,0
59238,4e-06,0,0,2,0,108,2,59,0,0,0
59239,4e-06,6,0,0,33,4,0,0,0,0,0
59240,4e-06,0,1,0,0,0,0,0,0,60,0
59241,4e-06,0,0,221,14,0,0,0,0,0,0
59242,4e-06,0,0,0,0,0,0,67,0,0,0
59243,4e-06,0,0,3652,0,0,0,1686,0,0,0
59244,4e-06,0,2,0,0,0,0,0,0,0,0
59245,4e-06,0,0,0,0,0,0,0,0,0,0
59246,4e-06,3,0,0,0,0,0,0,0,0,0
59247,4e-06,0,0,0,251,0,0,0,0,0,0
59248,4e-06,0,0,0,0,47,0,0,0,3,3
59249,4e-06,0,0,0,3,0,0,0,27,0,0
59250,4e-06,0,0,0,0,0,44,3,0,0,0
59251,4e-06,0,16,0,0,0,0,0,18,0,0
59252,4e-06,0,0,2,0,2,0,0,309,0,73
59253,4e-06,0,0,0,0,0,0,0,0,974,0
59254,4e-06,0,0,0,0,0,0,0,0,0,0
59255,4e-06,0,0,29,0,0,0,0,0,0,65
59256,4e-06,0,0,0,0,0,0,0,1,0,0
59257,4e-06,0,0,0,0,0,0,0,0,0,0
59258,4e-06,1,0,0,0,0,0,2,0,0,0
59259,4e-06,215,0,0,2,0,0,0,0,0,0
59260,4e-06,8,0,0,0,0,0,0,0,0,0
59261,4e-06,0,0,0,0,0,213,0,0,0,1104
59262,4e-06,0,0,0,0,0,0,0,0,0,0
59263,4e-06,0,0,0,0,0,0,1,64,13,0
59264,4e-06,137,10,0,0,0,0,0,0,0,0
59265,4e-06,0,0,0,0,0,0,0,0,0,0
59266,4e-06,0,0,0,0,0,0,0,0,0,244
59267,4e-06,65,0,0,0,0,0,0,5,0,0
59268,4e-06,58,127,0,0,0,0,0,0,0,23
59269,4e-06,0,0,61,0,0,0,0,0,0,0
59270,4e-06,0,224,3,1,0,0,0,0,0,0
59271,4e-06,0,0,0,0,0,0,0,0,0,0
59272,4e-06,0,0,0,0,0,577,0,0,0,0
59273,4e-06,0,0,0,30,0,0,0,15,0,0
59274,4e-06,0,0,0,0,0,0,0,0,0,0
59275,4e-06,0,0,0,0,2,152,0,0,0,0
59276,4e-06,0,54,36,156,0,0,0,0,0,0
59277,4e-06,0,0,0,0,0,0,1,0,0,0
59278,4e-06,0,0,0,0,0,0,0,0,0,0
59279,4e-06,0,0,0,0,0,0,0,0,0,0
59280,4e-06,0,0,0,0,0,0,0,0,0,0
59281,4e-06,0,0,0,0,0,0,0,0,0,11
59282,4e-06,0,0,0,0,0,0,112,0,0,0
59283,4e-06,0,0,0,0,20,0,0,2,0,0
59284,4e-06,0,0,0,0,0,0,0,0,0,5
59285,4e-06,69,0,0,4,36,0,8,0,27,0
59286,4e-06,0,0,0,0,0,0,9,0,0,0
59287,4e-06,0,0,0,0,4,0,0,0,0,0
59288,4e-06,0,0,0,0,0,97,0,0,0,0
59289,4e-06,0,14,269,0,0,0,0,0,0,0
59290,4e-06,0,0,0,0,0,0,0,0,0,0
59291,4e-06,0,0,0,0,0,3,20,1,20,0
59292,4e-06,0,0,0,0,1325,9,1,0,0,0
59293,4e-06,0,0,0,0,0,0,0,1,58,0
59294,4e-06,0,0,0,0,0,0,0,0,0,0
59295,4e-06,0,2,1,0,0,0,0,0,0,0
59296,4e-06,0,33,0,0,0,0,0,0,0,0
59297,4e-06,0,0,0,0,0,0,22,0,0,0
59298,4e-06,0,0,0,0,10,0,16,0,0,0
59299,4e-06,0,0,0,0,0,0,0,0,0,0
59300,4e-06,1,0,0,1,0,19,0,5,0,0
59301,4e-06,0,0,0,0,0,0,0,0,0,0
59302,4e-06,0,0,0,0,0,0,0,0,0,0
59303,4e-06,0,329,4,0,0,0,0,0,0,0
59304,4e-06,0,0,0,0,0,0,7,0,0,0
59305,4e-06,0,8,0,0,2,38,116,0,0,0
59306,4e-06,0,0,0,0,0,0,0,0,0,0
59307,4e-06,69,20,60,10,0,0,0,0,0,0
59308,4e-06,0,0,173,40,0,0,0,0,0,0
59309,4e-06,0,0,0,0,85,0,0,0,0,0
59310,4e-06,0,0,0,0,0,23,0,0,0,0
59311,4e-06,0,0,0,35,54,0,0,0,0,131
59312,4e-06,0,0,0,0,0,0,0,0,0,0
59313,4e-06,0,0,0,0,0,0,0,0,0,0
59314,4e-06,0,0,0,0,0,1,49,0,0,0
59315,4e-06,0,0,0,0,0,52,0,0,0,11
59316,4e-06,0,0,20,70,55,0,0,0,0,161
59317,4e-06,0,0,0,0,1957,0,0,0,0,0
59318,4e-06,0,0,36,0,0,14,0,0,0,0
59319,4e-06,0,0,0,0,0,0,0,0,0,0
59320,4e-06,0,0,0,0,0,0,0,52,0,0
59321,4e-06,7,0,0,0,0,0,0,0,0,0
59322,4e-06,0,22,0,65,0,0,0,0,7,0
59323,4e-06,0,0,2,0,0,0,0,0,0,0
59324,4e-06,0,0,3,0,0,0,0,0,0,0
59325,4e-06,1,0,0,2,956,0,0,0,0,0
59326,4e-06,0,0,0,0,0,0,0,0,0,94
59327,4e-06,0,0,2,0,0,0,0,5,0,0
59328,4e-06,40,105,0,1,0,0,0,0,6,6
59329,4e-06,0,0,0,0,4,0,0,0,0,0
59330,4e-06,7,120,0,0,0,0,0,0,0,14
59331,4e-06,12,0,0,0,0,0,0,0,15,0
59332,4e-06,0,5,0,0,0,0,0,0,0,0
59333,4e-06,244,0,0,0,0,0,1,0,195,0
59334,4e-06,0,0,0,0,0,0,3,0,0,0
59335,4e-06,0,0,0,0,5,0,0,0,0,0
59336,4e-06,0,0,3,0,0,0,0,0,0,0
59337,4e-06,0,0,0,0,0,0,0,0,0,0
59338,4e-06,0,0,0,0,0,241,0,107,0,0
59339,4e-06,0,0,19,0,261,1,0,0,0,0
59340,4e-06,4,0,0,0,0,0,0,0,0,0
59341,4e-06,0,0,0,0,0,0,0,0,0,0
59342,4e-06,0,0,0,0,0,0,0,0,0,0
59343,4e-06,0,0,49,7,0,1,0,0,0,0
59344,4e-06,0,268,0,1,0,5,0,0,51,0
59345,4e-06,0,1,0,0,47,0,0,0,0,0
59346,4e-06,107,0,0,0,0,0,0,0,0,0
59347,4e-06,0,0,0,0,0,0,0,0,1503,0
59348,4e-06,3,9,0,0,0,0,0,0,0,0
59349,4e-06,0,0,1,0,0,2,1,0,0,0
59350,4e-06,0,48,0,0,0,0,0,0,0,0
59351,4e-06,0,0,0,0,2,0,0,0,0,0
59352,4e-06,9,0,0,0,2,801,5,0,0,52
59353,4e-06,0,0,3,0,0,0,89,0,0,0
59354,4e-06,0,0,0,0,20,0,5,0,0,0
59355,4e-06,47,3,190,0,0,0,8,0,0,0
59356,4e-06,0,0,0,0,0,0,2,0,0,3
59357,4e-06,0,0,0,0,0,1,0,1,0,0
59358,4e-06,0,0,0,0,0,0,0,0,1,0
59359,4e-06,0,0,0,0,0,0,0,2,0,367
59360,4e-06,9,0,3,24,0,0,0,0,0,0
59361,4e-06,0,0,0,0,0,0,13,0,0,0
59362,4e-06,23,0,0,0,0,0,0,0,0,0
59363,4e-06,0,19,1,0,0,0,0,0,0,271
59364,4e-06,0,799,0,1,0,0,19,0,0,46
59365,4e-06,0,0,0,0,0,0,0,0,0,408
59366,4e-06,0,0,0,0,0,0,151,0,1,1
59367,4e-06,0,0,31,0,0,1,0,0,0,0
59368,4e-06,0,0,0,11,148,0,0,0,1,0
59369,4e-06,0,2,9,0,0,0,0,0,0,0
59370,4e-06,0,0,2,0,1,0,0,0,8,0
59371,4e-06,0,0,0,0,0,17,0,0,1,0
59372,4e-06,0,0,0,0,0,0,0,44,0,0
59373,4e-06,2508,0,0,0,0,0,0,66,0,0
59374,4e-06,0,0,2,0,0,0,2,7,0,0
59375,4e-06,0,0,0,0,0,0,0,0,0,0
59376,4e-06,1,0,0,0,0,0,0,0,0,0
59377,4e-06,0,0,3,0,0,0,0,0,0,0
59378,4e-06,11,0,0,0,0,0,0,0,0,0
59379,4e-06,0,0,0,0,0,0,0,0,0,0
59380,4e-06,0,0,1,4,0,30,0,0,2,0
59381,4e-06,0,0,0,0,86,0,0,0,7,0
59382,4e-06,0,0,0,0,0,0,0,0,0,0
59383,4e-06,0,0,0,0,0,0,0,0,0,97
59384,4e-06,0,0,0,0,0,0,0,1465,0,0
59385,4e-06,0,6,0,500,617,0,0,0,0,0
59386,4e-06,0,0,0,0,413,0,0,0,0,0
59387,4e-06,0,0,0,0,0,0,0,0,22,4
59388,4e-06,0,0,0,0,0,0,36,7,188,10
59389,4e-06,0,0,31,0,1,0,0,0,0,0
59390,4e-06,339,0,0,0,0,40,0,0,0,4
59391,4e-06,0,0,0,82,0,0,0,42,0,0
59392,4e-06,0,0,0,1,61,0,0,0,35,0
59393,4e-06,0,0,0,0,0,0,0,1,0,0
59394,4e-06,0,0,0,2,0,0,3,0,2,0
59395,4e-06,0,5,0,0,0,31,0,0,8,0
